name,affiliation,citations,citations5,hindex,hindex5,i10index,i10index5,keywords
Mazziotti Raffaele,Istituto di Neuroscienze CNR Pisa,957,857,19,18,27,26,Neuroscience;Visual System;Operant conditioning;Artificial Intelligence
